기준일자,집계기준일,TCS차종구분명,TCS차종구분코드,TCS차종유형구분명,TCS차종유형구분코드,TCS노선번호,TCS본부코드,TCS지사코드,노선명,순번,구분,교통량,방향구분코드,
20200929,20200929,1종,1,소형차,1,001,901,210300,경부선,1,서울 -> 신갈JC,91407,S,
20200929,20200929,1종,1,소형차,1,001,901,210300,경부선,2,신갈JC -> 수원신갈,107158,S,
20200929,20200929,1종,1,소형차,1,001,901,210300,경부선,3,수원신갈 -> 기흥,100216,S,
20200929,20200929,1종,1,소형차,1,001,901,210300,경부선,4,기흥 -> 기흥동탄,86074,S,
20200929,20200929,1종,1,소형차,1,001,901,210300,경부선,5,기흥동탄 -> 동탄JC,86058,S,
20200929,20200929,1종,1,소형차,1,001,901,210300,경부선,6,동탄JC -> 오산,94540,S,
20200929,20200929,1종,1,소형차,1,001,901,210300,경부선,7,오산 -> 안성JC,97630,S,
20200929,20200929,1종,1,소형차,1,001,901,210300,경부선,8,안성JC -> 안성,92669,S,
20200929,20200929,1종,1,소형차,1,001,903,410100,경부선,9,안성 -> 북천안,82935,S,
20200929,20200929,1종,1,소형차,1,001,903,410100,경부선,10,북천안 -> 천안,83930,S,
20200929,20200929,1종,1,소형차,1,001,903,410100,경부선,11,천안 -> 천안JC,74865,S,
20200929,20200929,1종,1,소형차,1,001,903,410100,경부선,12,천안JC -> 목천,46070,S,
20200929,20200929,1종,1,소형차,1,001,903,410100,경부선,13,목천 -> 옥산JC,45472,S,
20200929,20200929,1종,1,소형차,1,001,903,410100,경부선,14,옥산JC -> 옥산,43602,S,
20200929,20200929,1종,1,소형차,1,001,903,410100,경부선,15,옥산 -> 청주,43362,S,
20200929,20200929,1종,1,소형차,1,001,903,410200,경부선,16,청주 -> 남이JC,45061,S,
20200929,20200929,1종,1,소형차,1,001,903,410200,경부선,17,남이JC -> 청주JC,76669,S,
20200929,20200929,1종,1,소형차,1,001,903,410200,경부선,18,청주JC -> 남청주,56409,S,
20200929,20200929,1종,1,소형차,1,001,903,410200,경부선,19,남청주 -> 신탄진,60591,S,
20200929,20200929,1종,1,소형차,1,001,903,410200,경부선,20,신탄진 -> 회덕JC,57757,S,
20200929,20200929,1종,1,소형차,1,001,903,410200,경부선,21,회덕JC -> 대전,49257,S,
20200929,20200929,1종,1,소형차,1,001,903,410200,경부선,22,대전 -> 비룡JC,45513,S,
20200929,20200929,1종,1,소형차,1,001,903,410500,경부선,23,비룡JC -> 옥천,25987,S,
20200929,20200929,1종,1,소형차,1,001,903,410500,경부선,24,옥천 -> 금강,18088,S,
20200929,20200929,1종,1,소형차,1,001,903,410500,경부선,25,금강 -> 금강휴게소,17718,S,
20200929,20200929,1종,1,소형차,1,001,903,410500,경부선,26,금강휴게소 -> 청성JC,17437,S,
20200929,20200929,1종,1,소형차,1,001,903,410500,경부선,27,청성JC -> 영동,17437,S,
20200929,20200929,1종,1,소형차,1,001,903,410500,경부선,28,영동 -> 황간,16077,S,
20200929,20200929,1종,1,소형차,1,001,903,410500,경부선,29,황간 -> 추풍령,15474,S,
20200929,20200929,1종,1,소형차,1,001,905,610100,경부선,30,추풍령 -> 김천,15292,S,
20200929,20200929,1종,1,소형차,1,001,905,610100,경부선,31,김천 -> 동김천,15937,S,
20200929,20200929,1종,1,소형차,1,001,905,610100,경부선,32,동김천 -> 김천JC,18437,S,
20200929,20200929,1종,1,소형차,1,001,905,610100,경부선,33,김천JC -> 구미,40241,S,
20200929,20200929,1종,1,소형차,1,001,905,610100,경부선,34,구미 -> 남구미,45371,S,
20200929,20200929,1종,1,소형차,1,001,905,610100,경부선,35,남구미 -> 왜관,52709,S,
20200929,20200929,1종,1,소형차,1,001,905,610100,경부선,36,왜관 -> 칠곡물류,59268,S,
20200929,20200929,1종,1,소형차,1,001,905,610100,경부선,37,칠곡물류 -> 금호JC,61338,S,
20200929,20200929,1종,1,소형차,1,001,905,610200,경부선,38,금호JC -> 북대구,75089,S,
20200929,20200929,1종,1,소형차,1,001,905,610200,경부선,39,북대구 -> 도동JC,68948,S,
20200929,20200929,1종,1,소형차,1,001,905,610200,경부선,40,도동JC -> 동대구JC,58473,S,
20200929,20200929,1종,1,소형차,1,001,905,610200,경부선,41,동대구JC -> 경산,31822,S,
20200929,20200929,1종,1,소형차,1,001,905,610200,경부선,42,경산 -> 영천,18836,S,
20200929,20200929,1종,1,소형차,1,001,905,610200,경부선,43,영천 -> 북안JC,13770,S,
20200929,20200929,1종,1,소형차,1,001,905,610200,경부선,44,북안JC -> 건천,27108,S,
20200929,20200929,1종,1,소형차,1,001,905,610200,경부선,45,건천 -> 경주,25999,S,
20200929,20200929,1종,1,소형차,1,001,906,710100,경부선,46,경주 -> 활천,24505,S,
20200929,20200929,1종,1,소형차,1,001,906,710100,경부선,47,활천 -> 언양JC,24996,S,
20200929,20200929,1종,1,소형차,1,001,906,710100,경부선,48,언양JC -> 서울산,32227,S,
20200929,20200929,1종,1,소형차,1,001,906,710500,경부선,49,서울산 -> 통도사,34409,S,
20200929,20200929,1종,1,소형차,1,001,906,710900,경부선,50,통도사 -> 통도사휴게소,35426,S,
20200929,20200929,1종,1,소형차,1,001,906,710900,경부선,51,통도사휴게소 -> 양산,37773,S,
20200929,20200929,1종,1,소형차,1,001,906,710500,경부선,52,양산 -> 양산JC,45930,S,
20200929,20200929,1종,1,소형차,1,001,906,710500,경부선,53,양산JC -> 노포JC,35928,S,
20200929,20200929,1종,1,소형차,1,001,906,710500,경부선,54,노포JC -> 노포,28429,S,
20200929,20200929,1종,1,소형차,1,001,906,710500,경부선,55,노포 -> 노포JC2,24970,S,
20200929,20200929,1종,1,소형차,1,001,906,710500,경부선,56,노포JC2 -> 부산,35279,S,
20200929,20200929,2종,2,중형차,2,001,901,210300,경부선,1,서울 -> 신갈JC,2468,S,
20200929,20200929,2종,2,중형차,2,001,901,210300,경부선,2,신갈JC -> 수원신갈,3559,S,
20200929,20200929,2종,2,중형차,2,001,901,210300,경부선,3,수원신갈 -> 기흥,2552,S,
20200929,20200929,2종,2,중형차,2,001,901,210300,경부선,4,기흥 -> 기흥동탄,2284,S,
20200929,20200929,2종,2,중형차,2,001,901,210300,경부선,5,기흥동탄 -> 동탄JC,2375,S,
20200929,20200929,2종,2,중형차,2,001,901,210300,경부선,6,동탄JC -> 오산,2577,S,
20200929,20200929,2종,2,중형차,2,001,901,210300,경부선,7,오산 -> 안성JC,1916,S,
20200929,20200929,2종,2,중형차,2,001,901,210300,경부선,8,안성JC -> 안성,1817,S,
20200929,20200929,2종,2,중형차,2,001,903,410100,경부선,9,안성 -> 북천안,1435,S,
20200929,20200929,2종,2,중형차,2,001,903,410100,경부선,10,북천안 -> 천안,1495,S,
20200929,20200929,2종,2,중형차,2,001,903,410100,경부선,11,천안 -> 천안JC,1341,S,
20200929,20200929,2종,2,중형차,2,001,903,410100,경부선,12,천안JC -> 목천,1025,S,
20200929,20200929,2종,2,중형차,2,001,903,410100,경부선,13,목천 -> 옥산JC,959,S,
20200929,20200929,2종,2,중형차,2,001,903,410100,경부선,14,옥산JC -> 옥산,889,S,
20200929,20200929,2종,2,중형차,2,001,903,410100,경부선,15,옥산 -> 청주,863,S,
20200929,20200929,2종,2,중형차,2,001,903,410200,경부선,16,청주 -> 남이JC,794,S,
20200929,20200929,2종,2,중형차,2,001,903,410200,경부선,17,남이JC -> 청주JC,1638,S,
20200929,20200929,2종,2,중형차,2,001,903,410200,경부선,18,청주JC -> 남청주,1325,S,
20200929,20200929,2종,2,중형차,2,001,903,410200,경부선,19,남청주 -> 신탄진,1450,S,
20200929,20200929,2종,2,중형차,2,001,903,410200,경부선,20,신탄진 -> 회덕JC,1275,S,
20200929,20200929,2종,2,중형차,2,001,903,410200,경부선,21,회덕JC -> 대전,862,S,
20200929,20200929,2종,2,중형차,2,001,903,410200,경부선,22,대전 -> 비룡JC,774,S,
20200929,20200929,2종,2,중형차,2,001,903,410500,경부선,23,비룡JC -> 옥천,505,S,
20200929,20200929,2종,2,중형차,2,001,903,410500,경부선,24,옥천 -> 금강,265,S,
20200929,20200929,2종,2,중형차,2,001,903,410500,경부선,25,금강 -> 금강휴게소,267,S,
20200929,20200929,2종,2,중형차,2,001,903,410500,경부선,26,금강휴게소 -> 청성JC,261,S,
20200929,20200929,2종,2,중형차,2,001,903,410500,경부선,27,청성JC -> 영동,261,S,
20200929,20200929,2종,2,중형차,2,001,903,410500,경부선,28,영동 -> 황간,245,S,
20200929,20200929,2종,2,중형차,2,001,903,410500,경부선,29,황간 -> 추풍령,233,S,
20200929,20200929,2종,2,중형차,2,001,905,610100,경부선,30,추풍령 -> 김천,223,S,
20200929,20200929,2종,2,중형차,2,001,905,610100,경부선,31,김천 -> 동김천,274,S,
20200929,20200929,2종,2,중형차,2,001,905,610100,경부선,32,동김천 -> 김천JC,370,S,
20200929,20200929,2종,2,중형차,2,001,905,610100,경부선,33,김천JC -> 구미,772,S,
20200929,20200929,2종,2,중형차,2,001,905,610100,경부선,34,구미 -> 남구미,910,S,
20200929,20200929,2종,2,중형차,2,001,905,610100,경부선,35,남구미 -> 왜관,1093,S,
20200929,20200929,2종,2,중형차,2,001,905,610100,경부선,36,왜관 -> 칠곡물류,1560,S,
20200929,20200929,2종,2,중형차,2,001,905,610100,경부선,37,칠곡물류 -> 금호JC,1973,S,
20200929,20200929,2종,2,중형차,2,001,905,610200,경부선,38,금호JC -> 북대구,2592,S,
20200929,20200929,2종,2,중형차,2,001,905,610200,경부선,39,북대구 -> 도동JC,2608,S,
20200929,20200929,2종,2,중형차,2,001,905,610200,경부선,40,도동JC -> 동대구JC,2289,S,
20200929,20200929,2종,2,중형차,2,001,905,610200,경부선,41,동대구JC -> 경산,1651,S,
