기준일자,집계기준일,TCS차종구분명,TCS차종구분코드,TCS차종유형구분명,TCS차종유형구분코드,TCS노선번호,TCS본부코드,TCS지사코드,노선명,순번,구분,교통량,방향구분코드,
20200930,20200930,1종,1,소형차,1,001,901,210300,경부선,1,서울 -> 신갈JC,98825,S,
20200930,20200930,1종,1,소형차,1,001,901,210300,경부선,2,신갈JC -> 수원신갈,111267,S,
20200930,20200930,1종,1,소형차,1,001,901,210300,경부선,3,수원신갈 -> 기흥,107167,S,
20200930,20200930,1종,1,소형차,1,001,901,210300,경부선,4,기흥 -> 기흥동탄,96512,S,
20200930,20200930,1종,1,소형차,1,001,901,210300,경부선,5,기흥동탄 -> 동탄JC,98407,S,
20200930,20200930,1종,1,소형차,1,001,901,210300,경부선,6,동탄JC -> 오산,108548,S,
20200930,20200930,1종,1,소형차,1,001,901,210300,경부선,7,오산 -> 안성JC,113858,S,
20200930,20200930,1종,1,소형차,1,001,901,210300,경부선,8,안성JC -> 안성,114711,S,
20200930,20200930,1종,1,소형차,1,001,903,410100,경부선,9,안성 -> 북천안,108595,S,
20200930,20200930,1종,1,소형차,1,001,903,410100,경부선,10,북천안 -> 천안,109603,S,
20200930,20200930,1종,1,소형차,1,001,903,410100,경부선,11,천안 -> 천안JC,100268,S,
20200930,20200930,1종,1,소형차,1,001,903,410100,경부선,12,천안JC -> 목천,65451,S,
20200930,20200930,1종,1,소형차,1,001,903,410100,경부선,13,목천 -> 옥산JC,65170,S,
20200930,20200930,1종,1,소형차,1,001,903,410100,경부선,14,옥산JC -> 옥산,62179,S,
20200930,20200930,1종,1,소형차,1,001,903,410100,경부선,15,옥산 -> 청주,61874,S,
20200930,20200930,1종,1,소형차,1,001,903,410200,경부선,16,청주 -> 남이JC,62582,S,
20200930,20200930,1종,1,소형차,1,001,903,410200,경부선,17,남이JC -> 청주JC,99768,S,
20200930,20200930,1종,1,소형차,1,001,903,410200,경부선,18,청주JC -> 남청주,72658,S,
20200930,20200930,1종,1,소형차,1,001,903,410200,경부선,19,남청주 -> 신탄진,75343,S,
20200930,20200930,1종,1,소형차,1,001,903,410200,경부선,20,신탄진 -> 회덕JC,71588,S,
20200930,20200930,1종,1,소형차,1,001,903,410200,경부선,21,회덕JC -> 대전,54540,S,
20200930,20200930,1종,1,소형차,1,001,903,410200,경부선,22,대전 -> 비룡JC,53984,S,
20200930,20200930,1종,1,소형차,1,001,903,410500,경부선,23,비룡JC -> 옥천,28980,S,
20200930,20200930,1종,1,소형차,1,001,903,410500,경부선,24,옥천 -> 금강,21413,S,
20200930,20200930,1종,1,소형차,1,001,903,410500,경부선,25,금강 -> 금강휴게소,20774,S,
20200930,20200930,1종,1,소형차,1,001,903,410500,경부선,26,금강휴게소 -> 청성JC,20522,S,
20200930,20200930,1종,1,소형차,1,001,903,410500,경부선,27,청성JC -> 영동,20522,S,
20200930,20200930,1종,1,소형차,1,001,903,410500,경부선,28,영동 -> 황간,18716,S,
20200930,20200930,1종,1,소형차,1,001,903,410500,경부선,29,황간 -> 추풍령,17463,S,
20200930,20200930,1종,1,소형차,1,001,905,610100,경부선,30,추풍령 -> 김천,17091,S,
20200930,20200930,1종,1,소형차,1,001,905,610100,경부선,31,김천 -> 동김천,16187,S,
20200930,20200930,1종,1,소형차,1,001,905,610100,경부선,32,동김천 -> 김천JC,17839,S,
20200930,20200930,1종,1,소형차,1,001,905,610100,경부선,33,김천JC -> 구미,46768,S,
20200930,20200930,1종,1,소형차,1,001,905,610100,경부선,34,구미 -> 남구미,51586,S,
20200930,20200930,1종,1,소형차,1,001,905,610100,경부선,35,남구미 -> 왜관,57555,S,
20200930,20200930,1종,1,소형차,1,001,905,610100,경부선,36,왜관 -> 칠곡물류,63325,S,
20200930,20200930,1종,1,소형차,1,001,905,610100,경부선,37,칠곡물류 -> 금호JC,64020,S,
20200930,20200930,1종,1,소형차,1,001,905,610200,경부선,38,금호JC -> 북대구,75542,S,
20200930,20200930,1종,1,소형차,1,001,905,610200,경부선,39,북대구 -> 도동JC,68775,S,
20200930,20200930,1종,1,소형차,1,001,905,610200,경부선,40,도동JC -> 동대구JC,54678,S,
20200930,20200930,1종,1,소형차,1,001,905,610200,경부선,41,동대구JC -> 경산,28507,S,
20200930,20200930,1종,1,소형차,1,001,905,610200,경부선,42,경산 -> 영천,20894,S,
20200930,20200930,1종,1,소형차,1,001,905,610200,경부선,43,영천 -> 북안JC,16102,S,
20200930,20200930,1종,1,소형차,1,001,905,610200,경부선,44,북안JC -> 건천,29223,S,
20200930,20200930,1종,1,소형차,1,001,905,610200,경부선,45,건천 -> 경주,27532,S,
20200930,20200930,1종,1,소형차,1,001,906,710100,경부선,46,경주 -> 활천,23888,S,
20200930,20200930,1종,1,소형차,1,001,906,710100,경부선,47,활천 -> 언양JC,24046,S,
20200930,20200930,1종,1,소형차,1,001,906,710100,경부선,48,언양JC -> 서울산,33091,S,
20200930,20200930,1종,1,소형차,1,001,906,710500,경부선,49,서울산 -> 통도사,35242,S,
20200930,20200930,1종,1,소형차,1,001,906,710900,경부선,50,통도사 -> 통도사휴게소,35658,S,
20200930,20200930,1종,1,소형차,1,001,906,710900,경부선,51,통도사휴게소 -> 양산,38089,S,
20200930,20200930,1종,1,소형차,1,001,906,710500,경부선,52,양산 -> 양산JC,42097,S,
20200930,20200930,1종,1,소형차,1,001,906,710500,경부선,53,양산JC -> 노포JC,29893,S,
20200930,20200930,1종,1,소형차,1,001,906,710500,경부선,54,노포JC -> 노포,23690,S,
20200930,20200930,1종,1,소형차,1,001,906,710500,경부선,55,노포 -> 노포JC2,21307,S,
20200930,20200930,1종,1,소형차,1,001,906,710500,경부선,56,노포JC2 -> 부산,30634,S,
20200930,20200930,2종,2,중형차,2,001,901,210300,경부선,1,서울 -> 신갈JC,999,S,
20200930,20200930,2종,2,중형차,2,001,901,210300,경부선,2,신갈JC -> 수원신갈,1353,S,
20200930,20200930,2종,2,중형차,2,001,901,210300,경부선,3,수원신갈 -> 기흥,910,S,
20200930,20200930,2종,2,중형차,2,001,901,210300,경부선,4,기흥 -> 기흥동탄,812,S,
20200930,20200930,2종,2,중형차,2,001,901,210300,경부선,5,기흥동탄 -> 동탄JC,849,S,
20200930,20200930,2종,2,중형차,2,001,901,210300,경부선,6,동탄JC -> 오산,880,S,
20200930,20200930,2종,2,중형차,2,001,901,210300,경부선,7,오산 -> 안성JC,576,S,
20200930,20200930,2종,2,중형차,2,001,901,210300,경부선,8,안성JC -> 안성,569,S,
20200930,20200930,2종,2,중형차,2,001,903,410100,경부선,9,안성 -> 북천안,424,S,
20200930,20200930,2종,2,중형차,2,001,903,410100,경부선,10,북천안 -> 천안,447,S,
